file,line,type,commit,author,date,time,timezone,datetime,depth,length
static\global.js,56,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,4,4
static\global.js,57,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,4,6
static\global.js,58,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,6,45
static\global.js,59,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,36
static\global.js,60,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,34
static\global.js,61,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,4,7
static\global.js,62,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,7
static\global.js,63,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
static\global.js,64,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
static\global.js,65,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,44
static\global.js,66,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
static\global.js,67,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
static\global.js,68,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,49
static\global.js,69,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,77
static\global.js,70,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
static\global.js,71,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,44
static\global.js,72,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,1
static\global.js,73,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
static\global.js,74,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
static\global.js,75,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,29
static\global.js,76,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,83
static\global.js,77,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,38
static\global.js,78,js,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,1,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,5
src\style.css,2,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,31
src\style.css,3,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,31
src\style.css,4,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,32
src\style.css,5,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,47
src\style.css,6,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,7,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,8,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,3
src\style.css,9,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,23
src\style.css,10,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,11,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,4
src\style.css,12,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,40
src\style.css,13,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,28
src\style.css,14,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,31
src\style.css,15,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,24
src\style.css,16,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,17,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,18,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,5
src\style.css,19,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,6
src\style.css,20,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,31
src\style.css,21,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,22,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,23,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,3
src\style.css,24,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,39
src\style.css,25,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,26,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,32
src\style.css,27,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,37
src\style.css,28,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,42
src\style.css,29,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,44
src\style.css,30,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,31,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,39
src\style.css,32,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,33,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,34,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,5
src\style.css,35,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,25
src\style.css,36,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,39
src\style.css,37,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,33
src\style.css,38,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,37
src\style.css,39,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,33
src\style.css,40,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,41,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,42,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,13
src\style.css,43,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,42
src\style.css,44,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,42
src\style.css,45,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,39
src\style.css,46,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,37
src\style.css,47,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,34
src\style.css,48,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,49,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,50,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,11
src\style.css,51,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,48
src\style.css,52,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,48
src\style.css,53,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,62
src\style.css,54,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,43
src\style.css,55,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,69
src\style.css,56,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,57,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,58,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,21
src\style.css,59,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,47
src\style.css,60,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,61,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,62,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,19
src\style.css,63,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,33
src\style.css,64,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,13
src\style.css,65,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,66,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,23
src\style.css,67,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,10
src\style.css,68,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,21
src\style.css,69,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,70,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,5
src\style.css,71,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,2,17
src\style.css,72,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,2
src\style.css,73,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,11
src\style.css,74,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,75,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,4
src\style.css,76,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,32
src\style.css,77,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,52
src\style.css,78,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,27
src\style.css,79,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,80,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,10
src\style.css,81,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,31
src\style.css,82,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,48
src\style.css,83,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,84,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,13
src\style.css,85,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,38
src\style.css,86,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,87,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,88,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,2
src\style.css,89,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,27
src\style.css,90,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,91,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,92,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,9
src\style.css,93,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,24
src\style.css,94,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,71
src\style.css,95,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,27
src\style.css,96,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,26
src\style.css,97,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,98,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,99,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,6
src\style.css,100,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,24
src\style.css,101,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,25
src\style.css,102,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,39
src\style.css,103,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,28
src\style.css,104,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,105,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,106,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,9
src\style.css,107,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,21
src\style.css,108,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,109,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,110,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,2
src\style.css,111,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,27
src\style.css,112,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,113,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,21
src\style.css,114,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,28
src\style.css,115,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,30
src\style.css,116,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,117,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,118,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,6
src\style.css,119,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,28
src\style.css,120,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,52
src\style.css,121,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,30
src\style.css,122,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\style.css,123,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,5
src\style.css,124,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,55
src\style.css,125,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,32
src\style.css,126,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,40
src\style.css,127,css,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,0
src\app.html,1,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,13
src\app.html,2,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,14
src\app.html,3,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,4
src\app.html,4,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,22
src\app.html,5,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,55
src\app.html,6,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,51
src\app.html,7,html,e82e4b19,maurodiaz7,2025-03-27,01:05:49,-03:00,2025-03-27T01:05:49-03:00,0,66
src\app.html,8,html,e3c2805f,Mauro Diaz,2025-03-25,13:55:22,-03:00,2025-03-25T13:55:22-03:00,0,71
src\app.html,9,html,e82e4b19,maurodiaz7,2025-03-27,01:05:49,-03:00,2025-03-27T01:05:49-03:00,0,6
src\app.html,10,html,e82e4b19,maurodiaz7,2025-03-27,01:05:49,-03:00,2025-03-27T01:05:49-03:00,0,34
src\app.html,11,html,e82e4b19,maurodiaz7,2025-03-27,01:05:49,-03:00,2025-03-27T01:05:49-03:00,0,57
src\app.html,12,html,e82e4b19,maurodiaz7,2025-03-27,01:05:49,-03:00,2025-03-27T01:05:49-03:00,0,50
src\app.html,13,html,e82e4b19,maurodiaz7,2025-03-27,01:05:49,-03:00,2025-03-27T01:05:49-03:00,0,7
src\app.html,14,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,25
src\app.html,15,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,14
src\app.html,16,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,5
src\app.html,17,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,40
src\app.html,18,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,51
src\app.html,19,html,73b8841,maurodiaz7,2025-03-20,10:36:37,-03:00,2025-03-20T10:36:37-03:00,0,5
